Объем,Бренд,Цена со скидкой,Цена,Тип вина,Цвет,Сахар,Страна производителя,Регион,Аппелласьон,Производитель,Категория,Бренд / Серия,Сорт винограда,Выдержка в ёмкости,Содержание алкоголя,Количество в упаковке,Температура подачи,Friendly,BiO,Винтаж,Субрегион,Выдержка,Подарочная упаковка 0.75,Chateau Pinot,580₽,725₽,Тихое,Красное,Сухое,Россия,Краснодарский край,Кубань. Новороссийск ЗГУ,Chateau Pinot,ЗГУ,Chateau PinotГравитация,Пино нуарСаперави,Стальной чан,13%,6,16-18 
1.5,,6 661₽,8 326₽,Тихое,Красное,Сухое,Россия,Ростовская область,Долина Дона ЗГУ,Винодельня Ведерниковъ,ЗГУ,Ведерниковъ,Красностоп золотовский,Бочка,14.5%,1,16-18,,,2016,,,
0.75,Askaneli,914₽,1 305₽,Тихое,Красное,Полусладкое,Грузия,Кахетия,Киндзмараули ЗГУ,Askaneli,,,Саперави,Стальной чан,12.5%,12,16-18,,,2023,,,
0.187,,423₽,423₽,Тихое,Красное,Полусухое,Австралия,Юго-Восточная Австралия,South Eastern Australia GI,Hardy’s,GI,Stamp,ШиразКаберне совиньон,,13.5%,12,16-18,,,2021,,,
0.75,Lapis Luna,4 179₽,4 179₽,Тихое,Красное,Сухое,США,Калифорния,North Coast AVA,Lapis Luna,AVA,,Зинфандель,Бочка,,12,16-18,,,2021,Северное побережье,,
0.75,,56 199₽,56 199₽,Тихое,Красное,Сухое,Франция,Бордо,Saint-Estèphe AOC,Chateau Cos d'Estournel,AOC/AOP,,Каберне совиньонМерлоКаберне фран,Бочка,,6,16-18,,,2011,Сент-Эстеф,,
0.75,Maison Riviere,6 285₽,6 285₽,Десертное,Белое,Сладкое,Франция,Бордо,Sauternes AOC,Maison Riviere,AOC/AOP,Maison RiviereChateau Saint-Michel,СемильонСовиньон бланМюскадель,Стальной чан,14.5%,6,10-12,,,,Сотерн,,
0.75,Domaine Thibault Liger-Belair,13 855₽,13 855₽,Тихое,Красное,Сухое,Франция,Бургундия,Moulin-a-Vent AOC,Domaine Thibault Liger-Belair,AOC/AOP,,Гаме,Бочка,14%,6,14-16,,Organic,2018,Божоле,,
0.75,Interfin,797₽,996₽,Тихое,Белое,Сухое,Россия,Крым,Крым ЗГУ,Interfin,ЗГУ,,Мускат оттонель,Стальной чан,10.00% - 12%,6,10-12,,,,,,
0.75,Overhex Wines International,590₽,738₽,Тихое,Красное,Сухое,ЮАР,Западный Кейп,Stellenbosch WO,Overhex Wines International,WO,Stellenbosch Hills,Мерло,Бочка,14.5%,6,16-18,,,,,,
0.75,Grandes Vinos y Vinedos,1 000₽,1 250₽,Тихое,Красное,Сухое,Испания,Арагон,Carinena DO,Grandes Vinos y Vinedos,DO,El Circo,Каберне совиньон,Стальной чан,13.5%,6,16-18,,,,,,
0.75,Arrocal,2 873₽,3 591₽,Тихое,Красное,Сухое,Испания,Рибера дель Дуэро,Ribera del Duero DO,Arrocal,DO,ArrocalEterno,Темпранильо,Бочка,13.5%,6,16-18,,,,Рибера дель Дуэро,,
0.75,Clos Figueras,6 854₽,8 567₽,Тихое,Красное,Сухое,Испания,Приорат,Priorat DOQ,Clos Figueras,DOQ,Clos FiguerasFont de la Figuera,ГарначаКариньянСираКаберне совиньон,Бочка,15%,6,16-18,,,,,,
0.75,Armenia Wine,1 347₽,1 347₽,,Белое,Сухое,Армения,,,Armenia Wine,,,Кангун,,13%,6,8-10,,,2020,,,
0.75,Bodegas Añadas,2 285₽,2 856₽,Тихое,Красное,Полусухое,Испания,Арагон,Carinena DO,Bodegas Añadas,DO,AñadasCare Finca Bancales,Гарнача,Бочка,,6,16-18,,,,,,
0.75,,1 125₽,2 045₽,Тихое,Красное,Сухое,Россия,Крым,,Сатера,,EsseEsse Unplugged,Пино нуар,,12% - 14%,6,12-14,,,2021,,,
0.75,,38 249₽,38 249₽,Тихое,Красное,Сухое,Чили,Аконкагуа,Aconcagua Valley DO,Seña,DO,,Каберне совиньонмальбекКарменерПти вердо,Бочка,13.5%,6,16-18,Sustainable,Biodynamic,2019,,,
0.75,Gaja,46 928₽,46 928₽,Тихое,Красное,Сухое,Италия,Пьемонт,Langhe DOC,Gaja,,,Каберне совиньонМерлоКаберне фран,Бочка,14.5%,,16-18,,,,Ланге,,
0.75,Wine Creek,3 173₽,3 966₽,Тихое,Красное,Сухое,США,Калифорния,Dry Creek Valley AVA,Wine Creek,AVA,,ГренашСираМурведрЗинфандель,Бочка,14.5%,12,16-18,,Organic,,Сонома,,
0.75,Argiano,3 945₽,3 945₽,Тихое,Красное,Сухое,Италия,Тоскана,Toscana IGT,Argiano,IGT/IGP,ArgianoNC Non Confunditur,Каберне совиньонМерлоСанджовезе,Бочка,14%,6,16-18,,,,,,
0.75,Tinazzi,1 550₽,1 938₽,Тихое,Красное,Полусухое,Италия,Венето,Veneto IGT,Tinazzi,IGT/IGP,,Мерло,Стальной чан,14%,6,16-18,,,,,,
0.75,,415₽,415₽,Тихое,Красное,Полусладкое,Россия,Краснодарский край,Кубань. Таманский полуостров ЗГУ,Кубань-Вино,ЗГУ,,Каберне совиньон,,12%,,14-16,,,2021,,,
0.75,Массандра,506₽,633₽,Тихое,Розовое,Сухое,Россия,Крым,Крым ЗГУ,Массандра,ЗГУ,МассандраАвторское,СираКаберне совиньон,Стальной чан,13%,6,10-12,,,,,,
0.75,Vik Winery,5 641₽,5 641₽,Тихое,Розовое,Сухое,Чили,,,Vik Winery,,,Каберне совиньонКаберне франСира,Стальной чан,13.5%,6,10-12,,,2020,,,
0.75,Isole e Olena,16 821₽,16 821₽,Тихое,Красное,Сухое,Италия,Тоскана,Toscana IGT,Isole e Olena,IGT/IGP,,Каберне совиньон,Бочка,13.5%,6,18-20,,,,,,
0.75,,816₽,1 020₽,Тихое,Красное,Сухое,Россия,Краснодарский край,Кубань. Новороссийск ЗГУ,Мысхако,ЗГУ,МысхакоRenaissance,Пти вердо,Бочка,14%,6,16-18,,,,Кубань,,
0.75,Kaapzicht,1 703₽,2 433₽,Тихое,Розовое,Сухое,ЮАР,Западный Кейп,Stellenbosch WO,Kaapzicht,WO,,ПинотажСовиньон блан,Стальной чан,13%,6,8-10,,,2023,Коустал Риджн,,
0.75,Fanagoria,1 977₽,2 471₽,Тихое,Красное,Сухое,Россия,Краснодарский край,Сенной ЗНМП,Fanagoria,ЗНМП,Formula Q,Каберне совиньонКрасностоп золотовскийМерлоСаперави,Бочка,13.5%,6,16-18,,,,,,
0.75,Alma Valley,781₽,976₽,Тихое,Белое,Полусухое,Россия,Крым,Крым ЗГУ,Alma Valley,ЗГУ,,КоломбарРкацители,Стальной чан,13.5%,6,10-12,,,,,,
0.75,Cantina di Soave,1 333₽,1 666₽,Тихое,Красное,Сухое,Италия,Венето,Valpolicella DOC,Cantina di Soave,DOC/DOP,Cantina Di SoaveRocca Alata,КорвинаМолинараРондинелла,Бочка,12.5%,,16-18,,,,Вальполичелла,,
0.75,Sartori,1 490₽,1 862₽,Тихое,Красное,Полусухое,Италия,Венето,Valpolicella DOC,Sartori,DOC/DOP,,КорвинаКорвинонеРондинеллаКроатина,Бочка,12.5%,6,16-18,,,,Вальполичелла,,
0.375,Turk,3 619₽,4 524₽,Тихое,Белое,Сладкое,Австрия,Нижняя Австрия,Kremstal DAC,Turk,DAC,,Грюнер вельтлинер,,8%,6,6-8,,,,Кремшталь,,
0.75,Golan Heights,5 301₽,5 301₽,Тихое,Красное,Сухое,Израиль,Галилея,,Golan Heights,,,Мерло,Бочка,14.5%,6,16-18,,,,,,
0.375,Gaja,12 425₽,12 425₽,Тихое,Красное,Сухое,Италия,Тоскана,Brunello di Montalcino DOCG,Gaja,DOCG,,Санджовезе,Бочка,14.5%,12,16-18,,,2018,,,
1.5,Nik Weis St. Urbans-Hof,5 490₽,5 490₽,Тихое,Белое,Полусухое,Германия,Мозель,Mosel QbA,Nik Weis St. Urbans-Hof,QbA,Nik Weis,Рислинг,Стальной чан,12%,6,10-12,Sustainable,,,,,
0.75,Castel Mimi,713₽,891₽,Тихое,Белое,Сухое,Молдавия,,,Castel Mimi,,,Пино гриджоСовиньон блан,Стальной чан,12.5%,6,10-12,,,,,,
0.75,Pago de La Jaraba,5 065₽,5 065₽,Тихое,Белое,Сухое,Испания,Кастилия-Ла-Манча,La Jaraba DOP,Pago de La Jaraba,DOC/DOP,,Совиньон блан,Стальной чан,12%,6,10-12,,,2022,,,
0.75,Nik Weis St. Urbans-Hof,2 990₽,2 990₽,Тихое,Белое,Полусухое,Германия,Мозель,Mosel QbA,Nik Weis St. Urbans-Hof,QbA,Nik Weis,Рислинг,Стальной чан,12%,6,8-10,Sustainable,,,,,
1.5,Poggio al Tesoro,117 230₽,117 230₽,Тихое,Красное,Сухое,Италия,Тоскана,Bolgheri DOC,Poggio al Tesoro,DOC/DOP,,Каберне фран,Бочка,15%,1,16-18,,,2017,Болгери,,Да
0.75,Dr. Loosen,2 546₽,3 182₽,Тихое,Белое,Сладкое,Германия,Мозель,Mosel QbA,Dr. Loosen,QbA,,Рислинг,Стальной чан,8.5%,6,8-10,,,2020,,,
0.75,Bibi Graetz,34 900₽,34 900₽,Тихое,Красное,Сухое,Италия,Тоскана,Toscana IGT,Bibi Graetz,IGT/IGP,,Санджовезе,Бочка,13.5%,6,16-18,,,2012,,,
0.75,Garcia Carrion,866₽,866₽,Тихое,Розовое,Полусухое,Испания,Мурсия,Jumilla DO,Garcia Carrion,DO,,Монастрель,,12%,12,8-10,,,2023,Хумилья,,
0.75,Vignoble Drouard,1 795₽,2 244₽,Тихое,Белое,Сухое,Франция,Долина Луары,Muscadet Sevre et Maine AOC,Vignoble Drouard,AOC/AOP,,Мюскаде (мелон де бургонь),Стальной чан,12%,6,10-12,,,,,,
0.75,,1 566₽,2 237₽,Тихое,Красное,Сухое,Чили,Центральная долина,Maule Valley DO,Viña J. Bouchon,DO,Reserva,Мерло,Стальной чан,13.5%,6,16-18,Sustainable,,2022,Мауле,,
0.75,Grandes Vinos y Vinedos,1 042₽,1 302₽,Тихое,Белое,Сухое,Испания,Арагон,Carinena DO,Grandes Vinos y Vinedos,DO,El Circo,Макабео,Стальной чан,13%,6,8-10,,,,,,
0.75,Bronco Wine Company,1 590₽,1 590₽,Тихое,Красное,Полусухое,США,Калифорния,,Bronco Wine Company,,,Зинфандель,Стальной чан,13%,6,16-18,,,2021,,,
0.75,Fanagoria,1 268₽,1 268₽,Тихое,Белое,Полусухое,Россия,Краснодарский край,Кубань. Таманский полуостров ЗГУ,Fanagoria,ЗГУ,,РислингЦитронный магарача,Стальной чан,10%,6,6-8,,,2022,Кубань,,
0.75,,1 353₽,1 353₽,Тихое,Белое,Полусухое,Португалия,,,Casa da Fonte Pequena,,Fonte,ТрежадураЛоурейру,,10.5%,6,8-10,,,,,,
0.75,,15 510₽,15 510₽,Тихое,Красное,Сухое,Франция,Долина Роны,Hermitage AOС,Ferraton Pere & Fils,AOC/AOP,Ferraton,Сира,Бочка,14%,6,14-16,,Biodynamic,2021,Эрмитаж,,
0.75,Kalos Limen,1 571₽,2 856₽,Тихое,Белое,Сухое,Россия,Крым,,Kalos Limen,,Kalos Limen,Совиньон блан,Стальной чан,11.6%,6,8-10,,,2021,,,
0.75,Caviro,1 077₽,1 077₽,,Красное,Сухое,Италия,,,Caviro,,,СанджовезеМонтепульчано,,11%,6,16-18,,,,,,
0.75,Klinker Brick,2 378₽,2 973₽,Тихое,Красное,Сухое,США,Калифорния,Lodi AVA,Klinker Brick,AVA,,Каберне совиньон,Бочка,14.8%,12,16-18,,,,,,
0.75,Edc N.V. Wines And Spirits,3 254₽,3 254₽,Тихое,Белое,Полусухое,Новая Зеландия,,,Edc N.V. Wines And Spirits,,,Совиньон блан,,12.5%,6,8-10,,,2022,,,
0.75,Bryant Estate,162 703₽,162 703₽,Тихое,Красное,Сухое,США,Калифорния,Napa Valley AVA,Bryant Estate,AVA,,Каберне совиньонМерлоКаберне франПти вердо,Бочка,,6,16-18,,,2016,,,
0.75,,452₽,565₽,Тихое,Белое,Сухое,Россия,Краснодарский край,Кубань. Таманский полуостров ЗГУ,Кубань-Вино,ЗНМП,,Ркацители,Стальной чан,11% - 13%,6,10-12,,,,,,
0.75,Boekenhoutskloof,3 522₽,4 403₽,Тихое,Красное,Сухое,ЮАР,Западный Кейп,Swartland WO,Boekenhoutskloof,WO,BoekenhoutskloofThe Chocolate Block,СираВионьеГренашКаберне совиньонСенсо,Бочка,14.5%,,16-18,,,,Коустал Риджн,,
0.75,Zimmermann-Graeff & Muller,1 301₽,1 858₽,Тихое,Белое,Сухое,Германия,Пфальц,Pfalz QbA,Zimmermann-Graeff & Muller,QbA,Landzight,Рислинг,,,6,8-10,,,2022,,,
0.75,Askaneli,1 462₽,1 462₽,Тихое,Красное,Полусладкое,Грузия,Кахетия,Киндзмараули ЗГУ,Askaneli,,,Саперави,,12.5%,6,16-18,,,2023,,,
0.75,Antigal,828₽,1 035₽,Тихое,Красное,Сухое,Аргентина,Мендоса,Mendoza,Antigal,,AntigalCorte 9,Мальбек,Стальной чан,13.5% - 14.1%,12,16-18,,,,,,
0.75,Октемберянский винно-коньячный завод,913₽,913₽,,Белое,Сухое,Армения,Армавир,,Октемберянский винно-коньячный завод,,,Кангун,,11% - 13%,6,10-12,,,2020,,,
0.75,Fanagoria,1 071₽,1 947₽,Тихое,Белое,Сухое,Россия,Краснодарский край,Кубань. Таманский полуостров ЗГУ,Fanagoria,ЗГУ,,Сибирьковый,Стальной чан,12.5%,6,10-12,,,2022,,,
0.75,,12 812₽,12 812₽,Тихое,Белое,Сухое,Германия,Рейнгау,Rheingau QbA,Kaufmann,QbA,,Рислинг,Стальной чан,13%,6,8-10,,Biodynamic,2021,,,
0.75,Olymp Winery,730₽,730₽,Тихое,Белое,Полусладкое,Россия,,,Olymp Winery,,,Мускат,,10% - 12%,6,8-10,,,,,,
0.75,Chateau Leoville Barton,53 853₽,53 853₽,Тихое,Красное,Сухое,Франция,Бордо,Saint-Julien AOС,Chateau Leoville Barton,AOC/AOP,,Каберне совиньонМерлоКаберне фран,Бочка,13%,12,16-18,,,2009,Сен-Жюльен,,
0.75,,11 700₽,11 700₽,Тихое,Красное,Сухое,Франция,Бордо,Saint-Julien AOС,Chateau Gloria,AOC,Chateau Gloria,Каберне совиньонМерлоКаберне франПти вердо,Бочка,13%,6,14-16,,,2013,Сен-Жюльен,,
0.75,Chateau Mukhrani,5 897₽,7 371₽,Тихое,Красное,Сухое,Грузия,Квемо-Картли,,Chateau Mukhrani,,Chateau MukhraniReserve Royale,Саперави,Бочка,13%,6,16-18,,,,,,
0.75,,261 862₽,261 862₽,Тихое,Красное,Сухое,Франция,Бордо,Pauillac AOC,Chateau Latour,AOC/AOP,,Каберне совиньонМерлоКаберне франПти вердо,Бочка,13%,6,16-18,,,2011,Пойяк,,
0.75,Kaapzicht,4 741₽,4 741₽,Тихое,Красное,Полусухое,ЮАР,Западный Кейп,Stellenbosch WO,Kaapzicht,WO,,Пинотаж,Бочка,14.5%,6,16-18,,,2020,Коустал Риджн,,
0.75,Interfin,530₽,663₽,Тихое,Белое,Полусухое,Россия,Крым,,Interfin,,,Рислинг,Стальной чан,10.00% - 12%,6,8-10,,,,,,
0.75,The Big Insult Wine Company,948₽,948₽,,Красное,Сухое,Австралия,Юго-Восточная Австралия,South Eastern Australia GI,The Big Insult Wine Company,GI,,Каберне совиньон,,13.5%,6,16-18,,,2020,,,
0.187,Olymp Winery,226₽,226₽,,Белое,Сухое,Россия,Краснодарский край,Кубань ЗГУ,Olymp Winery,ЗГУ,Good Steak,Шардоне,,11% - 12%,24,10-12,,,,Кубань,,
0.75,Albino Armani,1 885₽,2 356₽,Тихое,Красное,Сухое,Италия,Трентино-Альто-Адидже,Trentino DOC,Albino Armani,DOC/DOP,,Пино нуар,Стальной чан,12.5%,6,16-18,,,,,,
1.5,Jermann,27 781₽,27 781₽,Тихое,Белое,Сухое,Италия,Фриули-Венеция-Джулия,Venezia Giulia IGT,Jermann,,,Шардоне,Бочка,13.5%,,10-12,,,,,,
0.75,,551₽,1 001₽,Тихое,Белое,Сухое,Россия,Крым,Крым ЗГУ,Сатера,ЗГУ,Esse,Мускат,Стальной чан,11.5%,6,10-12,,,2022,,,
0.75,Maison Foucher,3 046₽,3 808₽,Тихое,Белое,Сухое,Франция,Долина Луары,Pouilly-Fumé AOC,Maison Foucher,AOC/AOP,,Совиньон блан,Стальной чан,,6,8-10,,,,Пюйи-Фюме,,
0.75,Nik Weis St. Urbans-Hof,2 490₽,2 490₽,Тихое,Белое,Полусухое,Германия,Мозель,Mosel QbA,Nik Weis St. Urbans-Hof,QbA,Nik Weis,Рислинг,Стальной чан,11% - 12%,6,10-12,Sustainable,,,,,
0.75,,1 853₽,1 853₽,Тихое,Белое,Сухое,Испания,Галисия,Ribeiro DO,Viña Costeira,DO,Xeito,Паломино,,11%,12,6-8,,,2020,,,
0.75,,7 457₽,7 457₽,Тихое,Красное,Полусухое,Италия,Венето,Veronese IGT,Cesari,IGT/IGP,,Корвина,Стальной чан,13.5%,6,16-18,,,2016,,,
